LISTADET_ID, CARGO1, CARGO2, CLAVE, DESCRIPCION, DESC1, DESC2, DESC3, DESC4, DESC_F, PRECIO, PRECIO_MON, UNIDAD, LISTA_ID, PROD_ID, DESC5, DESC6, neto
"3003","0.0","0.0","CAP718624","ZCAPLE R/CAFE 71X86 24 PTS","30.0","0.0","0.0","0.0","0.0","3107.16","MXN","MIL","84","4207","0.0","0.0","2175.01"
"3004","0.0","0.0","CAP708224","ZCAPLE R/CAFE 70X82 24PTS","30.0","0.0","0.0","0.0","0.0","2920.91","MXN","MIL","84","1159","0.0","0.0","2044.64"
"3005","0.0","0.0","CAP9018","CAPLE R/CAFE 90X1.25 18 PTS.","30.0","0.0","0.0","0.0","0.0","4508.10","MXN","MIL","84","3949","0.0","0.0","3155.67"
"3006","0.0","0.0","CAP608018","ZCAPLE R/CAFE 60X80 18PTS","30.0","0.0","0.0","0.0","0.0","1923.46","MXN","MIL","84","2986","0.0","0.0","1346.42"
"3007","0.0","0.0","CRB715518","ZCAPLE REV BCO 71X55 18PTS","30.0","0.0","0.0","0.0","0.0","1745.85","MXN","MIL","84","1580","0.0","0.0","1222.10"
"3008","0.0","0.0","CAP9010618","ZCAPLE R/CAFE 90X106 18PTS","30.0","0.0","0.0","0.0","0.0","3572.83","MXN","MIL","84","2783","0.0","0.0","2500.98"
"3009","0.0","0.0","CAPRB9014","CAPLE REV BCO 90X125 14PTS","30.0","0.0","0.0","0.0","0.0","4415.74","MXN","MIL","84","3942","0.0","0.0","3091.02"
"3010","0.0","0.0","CAP7110520","ZCAPLE R/CAFE 71X105 20 PTS","30.0","0.0","0.0","0.0","0.0","3242.93","MXN","MIL","84","1415","0.0","0.0","2270.05"
"3011","0.0","0.0","CAP5512520","ZCAPLE R/CAFE 55X125 20PTS","30.0","0.0","0.0","0.0","0.0","2990.63","MXN","MIL","84","4040","0.0","0.0","2093.44"
"3012","0.0","0.0","CAPRB7120","CAPLE REV BCO 71X125 20PTS","30.0","0.0","0.0","0.0","0.0","4302.33","MXN","MIL","84","3909","0.0","0.0","3011.63"
"3013","0.0","0.0","CAPRB6316","ZCAPLE REV BCO 63X80 16PTS","30.0","0.0","0.0","0.0","0.0","2129.65","MXN","MIL","84","3051","0.0","0.0","1490.76"
"3014","0.0","0.0","CAP508018","ZCAPLE R/CAFE 50X80 18 PTS","30.0","0.0","0.0","0.0","0.0","1602.88","MXN","MIL","84","4045","0.0","0.0","1122.02"
"3015","0.0","0.0","CAPRB5518","ZCAPLE REV BCO 55X66 18PTS","30.0","0.0","0.0","0.0","0.0","1622.90","MXN","MIL","84","2691","0.0","0.0","1136.03"
"3016","0.0","0.0","CAP717018C","ZCAPLE R/CAFE 71X70 18PTS","30.0","0.0","0.0","0.0","0.0","2184.76","MXN","MIL","84","1166","0.0","0.0","1529.33"
"3017","0.0","0.0","CAP7110024","ZCAPLE R/CAFE 71X100 24PTS","30.0","0.0","0.0","0.0","0.0","3612.98","MXN","MIL","84","2054","0.0","0.0","2529.09"
"3018","0.0","0.0","CAP6012516","ZCAPLE R/CAFE 60X125 16PTS","30.0","0.0","0.0","0.0","0.0","2836.65","MXN","MIL","84","2117","0.0","0.0","1985.66"
"3019","0.0","0.0","CAP635220","ZCAPLE R/CAFE 63X52 20 PTS","30.0","0.0","0.0","0.0","0.0","1425.06","MXN","MIL","84","4032","0.0","0.0","997.54"
"3020","0.0","0.0","CAPBKS7114","ZKS CAPLE R/CAFE 71CMS 14PTS","30.0","0.0","0.0","0.0","0.0","11.57","MXN","KGS","84","816","0.0","0.0","8.10"
"3021","0.0","0.0","CAP666612","ZCAPLE R/CAFE 66X66 12PTS","30.0","0.0","0.0","0.0","0.0","1399.32","MXN","MIL","84","4051","0.0","0.0","979.52"
"3022","0.0","0.0","CAP7710714","ZCAPLE R/CAFE 77X107 14PTS","30.0","0.0","0.0","0.0","0.0","2898.64","MXN","MIL","84","2570","0.0","0.0","2029.05"
"3023","0.0","0.0","CAP7114","CAPLE R/CAFE 71X1.25 14 PTS.","30.0","0.0","0.0","0.0","0.0","3122.40","MXN","MIL","84","3952","0.0","0.0","2185.68"
"3024","0.0","0.0","CAP9014","CAPLE R/CAFE 90X1.25 14 PTS.","30.0","0.0","0.0","0.0","0.0","3957.98","MXN","MIL","84","1518","0.0","0.0","2770.59"
"3025","0.0","0.0","CAPRB9020","CAPLE REV BCO 90X125 20PTS","30.0","0.0","0.0","0.0","0.0","5453.66","MXN","MIL","84","3908","0.0","0.0","3817.56"
"3026","0.0","0.0","CAP668018","ZCAPLE R/CAFE 66X80 18PTS","30.0","0.0","0.0","0.0","0.0","2115.71","MXN","MIL","84","1105","0.0","0.0","1481.00"
"3027","0.0","0.0","CAP6010524","ZCAPLE R/CAFE 60X105 24PTS","30.0","0.0","0.0","0.0","0.0","3205.88","MXN","MIL","84","1158","0.0","0.0","2244.12"
"3028","0.0","0.0","CAPRB7122","CAPLE REV BCO 71X125 22PTS","30.0","0.0","0.0","0.0","0.0","4693.10","MXN","MIL","84","3907","0.0","0.0","3285.17"
"3029","0.0","0.0","CAP6112516","ZCAPLE R/CAFE 61X125 16PTS","30.0","0.0","0.0","0.0","0.0","2883.93","MXN","MIL","84","1198","0.0","0.0","2018.75"
"3030","0.0","0.0","CAP487320","ZCAPLE R/CAFE 48X73 20 PTS","30.0","0.0","0.0","0.0","0.0","1524.24","MXN","MIL","84","1853","0.0","0.0","1066.97"
"3031","0.0","0.0","CAP605220","ZCAPLE R/CAFE 60X52 20PTS","30.0","0.0","0.0","0.0","0.0","1357.20","MXN","MIL","84","1358","0.0","0.0","950.04"
"3032","0.0","0.0","CAP9020","CAPLE R/CAFE 90X1.25 20 PTS.","30.0","0.0","0.0","0.0","0.0","4893.75","MXN","MIL","84","3947","0.0","0.0","3425.63"
"3033","0.0","0.0","CAPRB9018","CAPLE REV BCO 90X125 18PTS","30.0","0.0","0.0","0.0","0.0","5029.65","MXN","MIL","84","3910","0.0","0.0","3520.76"
"3034","0.0","0.0","CAP7120","CAPLE R/CAFE 71X1.25 20 PTS.","30.0","0.0","0.0","0.0","0.0","3860.63","MXN","MIL","84","3948","0.0","0.0","2702.44"
"3035","0.0","0.0","CAPRB7112","CAPLE REV BCO 71X125 12PTS","30.0","0.0","0.0","0.0","0.0","3131.81","MXN","MIL","84","3564","0.0","0.0","2192.27"
"3036","0.0","0.0","CRB559818","ZCAPLE REV BCO 55X98 18 PTS","30.0","0.0","0.0","0.0","0.0","2409.76","MXN","MIL","84","1863","0.0","0.0","1686.83"
"3037","0.0","0.0","CRB558018","ZCAPLE REV BCO 55X80 18PTS","30.0","0.0","0.0","0.0","0.0","1967.15","MXN","MIL","84","1147","0.0","0.0","1377.01"
"3038","0.0","0.0","CAP905518","ZCAPLE R/CAFE 90X55 18 PTS","30.0","0.0","0.0","0.0","0.0","1983.56","MXN","MIL","84","4048","0.0","0.0","1388.49"
"3039","0.0","0.0","CAPRB9016","CAPLE REV BCO 90X125 16PTS","30.0","0.0","0.0","0.0","0.0","4753.69","MXN","MIL","84","3940","0.0","0.0","3327.58"
"3040","0.0","0.0","CRB4859720","ZCAPLE REV BCO 48.5X97 20PTS","30.0","0.0","0.0","0.0","0.0","2280.60","MXN","MIL","84","4044","0.0","0.0","1596.42"
"3041","0.0","0.0","CAP597422","ZCAPLE R/CAFE 59X74 22PTS","0.0","0.0","0.0","0.0","0.0","0.00","MXN","MIL","84","1374","0.0","0.0","0.00"
"3042","0.0","0.0","CAPRB9098","ZCAPLE REV BCO 90X98 18PTS","30.0","0.0","0.0","0.0","0.0","3943.25","MXN","MIL","84","1798","0.0","0.0","2760.28"
"3043","0.0","0.0","CRB5511418","ZCAPLE REV BCO 55X114 18PTS","30.0","0.0","0.0","0.0","0.0","2803.19","MXN","MIL","84","1411","0.0","0.0","1962.23"
"3044","0.0","0.0","CAP508012","=CAPLE R/CAFE 50X80 12PTS","30.0","0.0","0.0","0.0","0.0","1284.96","MXN","MIL","84","1246","0.0","0.0","899.47"
"3045","0.0","0.0","CAP906616","ZCAPLE R/CAFE 90X66 16 PTS","30.0","0.0","0.0","0.0","0.0","2246.63","MXN","MIL","84","2803","0.0","0.0","1572.64"
"3046","0.0","0.0","CAP1306116","ZCAPLE R/CAFE 130X61 16 PTS","30.0","0.0","0.0","0.0","0.0","2999.28","MXN","MIL","84","1244","0.0","0.0","2099.50"
"3047","0.0","0.0","CAPRB10020","ZCAPLE REV BCO 71X100 20 PTS","30.0","0.0","0.0","0.0","0.0","3441.87","MXN","MIL","84","1760","0.0","0.0","2409.31"
"3048","0.0","0.0","CAPRB6366","ZCAPLE REV BCO 63X66 18PTS","30.0","0.0","0.0","0.0","0.0","1745.49","MXN","MIL","84","2851","0.0","0.0","1221.84"
"3049","0.0","0.0","CAP7110518","ZCAPLE R/CAFE 71X105 18 PTS","30.0","0.0","0.0","0.0","0.0","2987.37","MXN","MIL","84","1841","0.0","0.0","2091.16"
"3050","0.0","0.0","CAP7610616","ZCAPLE R/CAFE 76X106 16 PTS","30.0","0.0","0.0","0.0","0.0","3046.94","MXN","MIL","84","1409","0.0","0.0","2132.86"
"3051","0.0","0.0","CAPRB7124","CAPLE REV BCO 71X125 24PTS","30.0","0.0","0.0","0.0","0.0","5029.02","MXN","MIL","84","3440","0.0","0.0","3520.31"
"3052","0.0","0.0","CAP7116","CAPLE R/CAFE 71X1.25 16 PTS.","30.0","0.0","0.0","0.0","0.0","3356.70","MXN","MIL","84","3951","0.0","0.0","2349.69"
"3053","0.0","0.0","CAP7110914","ZCAPLE R/CAFE 71X1.09 14 PTS","30.0","0.0","0.0","0.0","0.0","2722.73","MXN","MIL","84","1813","0.0","0.0","1905.91"
"3054","0.0","0.0","CRB5512218","ZCAPLE REV BCO 55X122 18PTS","30.0","0.0","0.0","0.0","0.0","2999.91","MXN","MIL","84","1396","0.0","0.0","2099.94"
"3055","0.0","0.0","CAP1136116","ZCAPLE R/CAFE 113X61 16P","30.0","0.0","0.0","0.0","0.0","2607.07","MXN","MIL","84","1534","0.0","0.0","1824.95"
"3056","0.0","0.0","CAP9016","CAPLE R/CAFE 90X1.25 16 PTS.","30.0","0.0","0.0","0.0","0.0","4254.98","MXN","MIL","84","1517","0.0","0.0","2978.49"
"3057","0.0","0.0","CAP9010518","ZCAPLE R/CAFE 90X105 18PTS","30.0","0.0","0.0","0.0","0.0","3786.80","MXN","MIL","84","1877","0.0","0.0","2650.76"
"3058","0.0","0.0","CAPB8024","ZM2 CAPLE R/CAFE 80 CMS 24PT","30.0","5.0","0.0","0.0","0.0","5.08","MXN","MTS","84","539","0.0","0.0","3.38"
"3059","0.0","0.0","CAP9011624","*CAPLE R/CAFE 90X116 24 PTS","30.0","0.0","0.0","0.0","0.0","5312.60","MXN","MIL","84","2204","0.0","0.0","3718.82"
"3060","0.0","0.0","CRB5513018","ZCAPLE REV BCO 55X130 18PTS","30.0","0.0","0.0","0.0","0.0","3196.62","MXN","MIL","84","1395","0.0","0.0","2237.63"
"3061","0.0","0.0","CRB645114","ZCAPLE R/BCO 64X51 14 PTS","30.0","0.0","0.0","0.0","0.0","1281.15","MXN","MIL","84","1881","0.0","0.0","896.81"
"3062","0.0","0.0","CAP637422","ZCAPLE R/CAFE 63X74 22PTS","30.0","0.0","0.0","0.0","0.0","2212.54","MXN","MIL","84","1810","0.0","0.0","1548.78"
"3063","0.0","0.0","CRB506618","ZCAPLE REV BCO 50X66 18PTS","30.0","0.0","0.0","0.0","0.0","1475.36","MXN","MIL","84","4052","0.0","0.0","1032.75"
"3064","0.0","0.0","CAPRB6318","ZCAPLE REV BCO 63X125 18PTS","30.0","0.0","0.0","0.0","0.0","3520.76","MXN","MIL","84","1799","0.0","0.0","2464.53"
"3065","0.0","0.0","CAP715118","ZCAPLE R/CAFE 71X51 18PTS","30.0","0.0","0.0","0.0","0.0","1451.01","MXN","MIL","84","1356","0.0","0.0","1015.71"
"3066","0.0","0.0","CAP568014","ZCAPLE R/CAFE 56X80 14PTS","30.0","0.0","0.0","0.0","0.0","1576.15","MXN","MIL","84","1322","0.0","0.0","1103.31"
"3067","0.0","0.0","CRB5512618","ZCAPLE REV BCO 55X126 18PTS","30.0","0.0","0.0","0.0","0.0","3098.26","MXN","MIL","84","1535","0.0","0.0","2168.78"
"3068","0.0","0.0","CAP539018","ZCAPLE R/CAFE 53X90 18PTS","30.0","0.0","0.0","0.0","0.0","1911.43","MXN","MIL","84","1757","0.0","0.0","1338.00"
"3069","0.0","0.0","CAPRB9012","CAPLE REV BCO 90X125 12PTS","30.0","0.0","0.0","0.0","0.0","3969.90","MXN","MIL","84","3944","0.0","0.0","2778.93"
"3070","0.0","0.0","CAPRB7118","CAPLE REV BCO 71X125 18PTS","30.0","0.0","0.0","0.0","0.0","3967.84","MXN","MIL","84","3911","0.0","0.0","2777.49"
"3071","0.0","0.0","CAP7113718","ZCAPLE REV CAFE 71X137 18PTS","30.0","0.0","0.0","0.0","0.0","3897.80","MXN","MIL","84","1112","0.0","0.0","2728.46"
"3072","0.0","0.0","CAP906620","ZCAPLE R/CAFE 90X66 20 PTS","30.0","0.0","0.0","0.0","0.0","2583.90","MXN","MIL","84","1199","0.0","0.0","1808.73"
"3073","0.0","0.0","CRB5514018","=CAPLE REV BCO 55X140 18PTS","30.0","0.0","0.0","0.0","0.0","3442.52","MXN","MIL","84","1394","0.0","0.0","2409.76"
"3074","0.0","0.0","CAP7010012","ZCAPLE R/CAFE 70X100 12 PTS","30.0","0.0","0.0","0.0","0.0","2248.68","MXN","MIL","84","4049","0.0","0.0","1574.08"
"3075","0.0","0.0","CAP909824","ZCAPLE R/CAFE 90X98 24 PTS","30.0","0.0","0.0","0.0","0.0","4488.23","MXN","MIL","84","4131","0.0","0.0","3141.76"
"3076","0.0","0.0","CAP1057418","ZCAPLE R/CAFE 105X74 18PTS","30.0","0.0","0.0","0.0","0.0","3113.59","MXN","MIL","84","1325","0.0","0.0","2179.51"
"3077","0.0","0.0","CAP98.5116","ZCAPLE R/CAFE 98.5X116 24PTS","30.0","0.0","0.0","0.0","0.0","5814.35","MXN","MIL","84","1293","0.0","0.0","4070.05"
"3078","0.0","0.0","CRB499720","ZCAPLE REV BCO 49X97 20PTS","30.0","0.0","0.0","0.0","0.0","2304.11","MXN","MIL","84","1402","0.0","0.0","1612.88"
"3079","0.0","0.0","CAP7114016","ZCAPLE R/CAFE 71X140 16PTS","30.0","0.0","0.0","0.0","0.0","3759.51","MXN","MIL","84","1156","0.0","0.0","2631.66"
"3080","0.0","0.0","CAP718420","ZCAPLE R/CAFE 71X84 20PTS","30.0","0.0","0.0","0.0","0.0","2594.34","MXN","MIL","84","2567","0.0","0.0","1816.04"
"3081","0.0","0.0","CAPRB9024","CAPLE REV BCO 90X125 24PTS","30.0","0.0","0.0","0.0","0.0","6374.81","MXN","MIL","84","1511","0.0","0.0","4462.37"
"3082","0.0","0.0","CRB556318","ZCAPLE REV BCO 55X63 18PTS","30.0","0.0","0.0","0.0","0.0","1549.13","MXN","MIL","84","4226","0.0","0.0","1084.39"
"3083","0.0","0.0","CRB556222","ZCAPLE REV BCO 55X62 22PTS","30.0","0.0","0.0","0.0","0.0","1803.21","MXN","MIL","84","1359","0.0","0.0","1262.25"
"3084","0.0","0.0","CRB608214","ZCAPLE REV BCO 60X82 14PTS","30.0","0.0","0.0","0.0","0.0","1931.15","MXN","MIL","84","1403","0.0","0.0","1351.81"
"3085","0.0","0.0","CRB7110216","ZCAPLE REV BCO 71X102 16PTS","30.0","0.0","0.0","0.0","0.0","3060.11","MXN","MIL","84","1779","0.0","0.0","2142.08"
"3086","0.0","0.0","CAP639722","ZCAPLE R/CAFE 63X97 22PTS","30.0","0.0","0.0","0.0","0.0","2900.22","MXN","MIL","84","1849","0.0","0.0","2030.15"
"3087","0.0","0.0","CAP455024","ZCAPLE R/CAFE 45X50 24 PTS","0.0","0.0","0.0","0.0","0.0","1144.96","MXN","MIL","84","1659","0.0","0.0","1144.96"
"3088","0.0","0.0","CAP608014","=CAPLE R/CAFE 60X80 14PTS","30.0","0.0","0.0","0.0","0.0","1688.74","MXN","MIL","84","1634","0.0","0.0","1182.12"
"3089","0.0","0.0","CRB5511416","ZCAPLE REV BCO 55X114 16PTS","30.0","0.0","0.0","0.0","0.0","2649.39","MXN","MIL","84","4080","0.0","0.0","1854.57"
"3090","0.0","0.0","CAPRBB7014","ZKS CAPLE R/BCO 70CMS 14PTS","5.0","30.0","0.0","0.0","0.0","13.38","MXN","KGS","84","998","0.0","0.0","8.90"
"3091","0.0","0.0","CAP8511416","ZCAPLE R/CAFE 85X114 16 PTS","30.0","0.0","0.0","0.0","0.0","3664.95","MXN","MIL","84","1856","0.0","0.0","2565.47"
"3092","0.0","0.0","CAP6011416","ZCAPLE R/CAFE 60X114 16PTS","30.0","0.0","0.0","0.0","0.0","2587.02","MXN","MIL","84","1537","0.0","0.0","1810.91"
"3093","0.0","0.0","CAP9024","CAPLE R/CAFE 90X1.25 24 PTS.","30.0","0.0","0.0","0.0","0.0","5724.79","MXN","MIL","84","1909","0.0","0.0","4007.35"
"3094","0.0","0.0","CAP52.722","ZCAPLE R/CAFE 52.7X83.6 22PT","30.0","0.0","0.0","0.0","0.0","2090.91","MXN","MIL","84","1820","0.0","0.0","1463.64"
"3095","0.0","0.0","CAP6612216","ZCAPLE R/CAFE 66X122 16PTS","30.0","0.0","0.0","0.0","0.0","3045.43","MXN","MIL","84","1583","0.0","0.0","2131.80"
"3096","0.0","0.0","CAP8012216","ZCAPLE R/CAFE 80X122 16 PTS","30.0","0.0","0.0","0.0","0.0","3691.43","MXN","MIL","84","4039","0.0","0.0","2584.00"
"3097","0.0","0.0","CAP7118","CAPLE R/CAFE 71X1.25 18 PTS.","30.0","0.0","0.0","0.0","0.0","3556.39","MXN","MIL","84","3950","0.0","0.0","2489.47"
"3098","0.0","0.0","CAP806518","ZCAPLE R/CAFE 80X65 DE 18PT","30.0","0.0","0.0","0.0","0.0","2083.74","MXN","MIL","84","1854","0.0","0.0","1458.62"
"3099","0.0","0.0","CAP634218","ZCAPLE R/CAFE 63X42 18PTS","30.0","0.0","0.0","0.0","0.0","1060.31","MXN","MIL","84","1321","0.0","0.0","742.22"
"3100","0.0","0.0","CAP905520","ZCAPLE R/CAFE 90X55 20 PTS","30.0","0.0","0.0","0.0","0.0","2153.25","MXN","MIL","84","1386","0.0","0.0","1507.28"
"3101","0.0","0.0","CAPRB7116","CAPLE REV BCO 71X125 16PTS","30.0","0.0","0.0","0.0","0.0","3750.13","MXN","MIL","84","3941","0.0","0.0","2625.09"
"3102","0.0","0.0","CAP6613418","ZCAPLE R/CAFE 66X134 18PTS","30.0","0.0","0.0","0.0","0.0","3543.97","MXN","MIL","84","1790","0.0","0.0","2480.78"
"3103","0.0","0.0","CAPB10014","=KS CAPLE R/CAFE 100CMS 14PT","30.0","0.0","0.0","0.0","0.0","12.79","MXN","KGS","84","1033","0.0","0.0","8.95"
"3104","0.0","0.0","CAPRB9418","ZCAPLE REV BCO 94X114 18PTS","30.0","0.0","0.0","0.0","0.0","4790.91","MXN","MIL","84","2859","0.0","0.0","3353.64"
"3105","0.0","0.0","CAP638018","ZCAPLE R/CAFE 63X80 18PTS","30.0","0.0","0.0","0.0","0.0","2019.63","MXN","MIL","84","1851","0.0","0.0","1413.74"
"3106","0.0","0.0","CAP905514","ZCAPLE R/CAFE 90X55 14 PTS","30.0","0.0","0.0","0.0","0.0","1741.51","MXN","MIL","84","1357","0.0","0.0","1219.06"
"3107","0.0","0.0","CAP606518","ZCAPLE R/CAFE 60X65 18PTS","30.0","0.0","0.0","0.0","0.0","1562.81","MXN","MIL","84","1160","0.0","0.0","1093.97"
"3108","0.0","0.0","CAP657024","ZCAPLE R/CAFE 65X70 24PTS","30.0","0.0","0.0","0.0","0.0","2315.36","MXN","MIL","84","1157","0.0","0.0","1620.75"
"3109","0.0","0.0","CAPRB5216","ZCAPLE REV BCO 52X125 16 PTS","30.0","0.0","0.0","0.0","0.0","2905.03","MXN","MIL","84","1759","0.0","0.0","2033.52"
"3110","0.0","0.0","CAP7111224","ZCAPLE R/CAFE 71X112 24 PTS","30.0","0.0","0.0","0.0","0.0","4046.53","MXN","MIL","84","4050","0.0","0.0","2832.57"
"3111","0.0","0.0","CAP639012","*CAPLE R/CAFE 63X90 12PTS","30.0","0.0","0.0","0.0","0.0","1821.43","MXN","MIL","84","2922","0.0","0.0","1275.00"
"3112","0.0","0.0","CAP606616","ZCAPLE R/CAFE 60X66 16PTS","30.0","0.0","0.0","0.0","0.0","1497.75","MXN","MIL","84","1245","0.0","0.0","1048.43"
"3113","0.0","0.0","CAP7211416","ZCAPLE R/CAFE 72X114 16 PTS","30.0","0.0","0.0","0.0","0.0","3104.43","MXN","MIL","84","1880","0.0","0.0","2173.10"
"3114","0.0","0.0","CRB557318","ZCAPLE REV BCO 55X73 18PTS","30.0","0.0","0.0","0.0","0.0","1795.03","MXN","MIL","84","4227","0.0","0.0","1256.52"
"3115","0.0","0.0","CAPRB5118","ZCAPLE REV BCO 51X72 18 PTS","30.0","0.0","0.0","0.0","0.0","1641.68","MXN","MIL","84","1882","0.0","0.0","1149.18"
"3116","0.0","0.0","CAP717118","ZCAPLE R/CAFE 71X71 18PTS","30.0","0.0","0.0","0.0","0.0","2020.03","MXN","MIL","84","1994","0.0","0.0","1414.02"
"3117","0.0","0.0","CRB719322","ZCAPLE REV BCO 71X93 22PTS","30.0","0.0","0.0","0.0","0.0","3491.67","MXN","MIL","84","1791","0.0","0.0","2444.17"
"3118","0.0","0.0","CAP7186","ZCAPLE R/CAFE 71X86 12 PTS","0.0","0.0","0.0","0.0","0.0","0.00","MXN","MIL","84","2722","0.0","0.0","0.00"
"3119","0.0","0.0","CAP144100","ZCAPLE R/CAFE 144X100 12PTS","30.0","0.0","0.0","0.0","0.0","5074.56","MXN","MIL","84","1305","0.0","0.0","3552.19"
"3120","0.0","0.0","CAPRB5560","ZCAPLE REV BCO 55X60 18PTS","30.0","0.0","0.0","0.0","0.0","1475.36","MXN","MIL","84","2853","0.0","0.0","1032.75"
"3121","0.0","0.0","CRB557118","ZCAPLE REV BCO 55X71 18 PTS","30.0","0.0","0.0","0.0","0.0","1745.85","MXN","MIL","84","1819","0.0","0.0","1222.10"
"3122","0.0","0.0","CRB506520","ZCAPLE REV BCO 50X65 20PTS","30.0","0.0","0.0","0.0","0.0","1575.50","MXN","MIL","84","1582","0.0","0.0","1102.85"
"3123","0.0","0.0","CAP7124","CAPLE R/CAFE 71X1.25 24 PTS.","30.0","0.0","0.0","0.0","0.0","4516.22","MXN","MIL","84","3945","0.0","0.0","3161.35"
"3124","0.0","0.0","CRB7013024","ZCAPLE REV BCO 70X130 24PTS","30.0","0.0","0.0","0.0","0.0","5156.52","MXN","MIL","84","1352","0.0","0.0","3609.56"
"3125","0.0","0.0","CAP719012","ZCAPLE R/CAFE 71X90 12 PTS","30.0","0.0","0.0","0.0","0.0","2052.72","MXN","MIL","84","1387","0.0","0.0","1436.90"
"3126","0.0","0.0","CAP578418","ZCAPLE R/CAFE 57X84 18 PTS","30.0","0.0","0.0","0.0","0.0","1918.65","MXN","MIL","84","2732","0.0","0.0","1343.06"
"3127","0.0","0.0","CAP909520","ZCAPLE R/CAFE 90X95 20 PTS","30.0","0.0","0.0","0.0","0.0","3719.25","MXN","MIL","84","1270","0.0","0.0","2603.48"
"3128","0.0","0.0","CAP7114018","ZCAPLE R/CAFE 71X140 18PTS","30.0","0.0","0.0","0.0","0.0","3983.16","MXN","MIL","84","1392","0.0","0.0","2788.21"
"3129","0.0","0.0","ADHPLABTE","ADH PLATA BTE 51X66","0.0","0.0","0.0","0.0","0.0","3627.78","MXN","MIL","85","1738","0.0","0.0","3627.78"
"3130","0.0","0.0","ADHV","ADH VERDE BANDERA 51X66","0.0","0.0","0.0","0.0","0.0","2781.19","MXN","MIL","85","3958","0.0","0.0","2781.19"
"3131","0.0","0.0","ADHPOLYBTE","ADH POLYPAP BTE 51X66","0.0","0.0","0.0","0.0","0.0","4678.65","MXN","MIL","85","3761","0.0","0.0","4678.65"
"3132","0.0","0.0","ADHCMAT51","ADH COU MTE P/CARTON 51X66","0.0","0.0","0.0","0.0","0.0","2109.96","MXN","MIL","85","3957","0.0","0.0","2109.96"
"3133","0.0","0.0","ADHMTEF44","ADH COUCHE MATE FASSON 44X57","0.0","0.0","0.0","0.0","0.0","1369.73","MXN","MIL","85","3585","0.0","0.0","1369.73"
"3134","0.0","0.0","ADHBTED48","ADH COUCHE BTE DIMASA 48X66","0.0","0.0","0.0","0.0","0.0","1678.18","MXN","MIL","85","3661","0.0","0.0","1678.18"
"3135","0.0","0.0","ADHBTEF51","ADH COUCHE BTE FASSON 51X66","0.0","0.0","0.0","0.0","0.0","1850.99","MXN","MIL","85","1902","0.0","0.0","1850.99"
